"id","week_number","day_of_week","reading_title","reading_type","completed","completed_at"
"d4a170e5-74fb-453c-a86d-4c88ea1a6180","47","5","Jeremiah 43-45","daily_reading","false",
"d65eb356-6996-4c6a-9f8b-3016f2f194a6","45","4","Jeremiah 10-12","daily_reading","false",
"d6fc6c04-942f-4546-a045-3313dcd79574","28","2","Psalm 19-21","daily_reading","false",
"d70528d6-3730-4998-bc2a-fc3caa1d38ad","31","4","Psalm 70-72","daily_reading","false",
"d752195b-8579-48cd-872e-e9e82c5634b6","25","3","2 Kings 4-6","daily_reading","false",
"d791ed5f-805d-4426-9a01-8a925fdf8d14","18","3","Judges 4-6","daily_reading","false",
"d879971e-bc1c-4327-823e-c69ede962577","50","5","Ezekiel 31-33","daily_reading","false",
"d9658e5a-67e0-485c-b7de-ccf612034913","30","2","Psalm 49-51","daily_reading","false",
"d9e580c9-9aeb-4577-8d00-a1a2d5df6c9a","24","2","1 Kings 9-11","daily_reading","false",
"db010e4d-a450-4856-9f6c-f9f6e93d1890","50","4","Ezekiel 28-30","daily_reading","false",
"dc2cf7c9-97c2-433a-9e8c-057949dd13a7","34","3","Psalm 112-114","daily_reading","false",
"dc5c252a-0022-4903-8750-4c107d7391f4","23","5","1 Kings 3-5","daily_reading","false",
"dd2ac721-3e18-4672-966a-5c4b872d792e","30","1","Psalm 46-48","daily_reading","false",
"dd30d786-b1ed-427f-9e29-3d9da7923a50","44","5","Isaiah 64-66","daily_reading","false",
"ddb19fce-c33c-45c5-900d-2ef6e863a0df","15","3","Deuteronomy 16-18","daily_reading","false",
"de098cb4-12d5-46c1-892d-8bfdcf1bebb7","43","3","Isaiah 43-45","daily_reading","false",
"e074270a-c6ca-448d-b367-26f464fc78fe","27","4","Psalm 10-12","daily_reading","false",
"e1381e01-6f00-4620-be94-131dd3d4168a","14","1","Numbers 31-33","daily_reading","false",
"e1af5196-8cfa-483b-846a-87d77c4ecf2a","15","4","Deuteronomy 19-21","daily_reading","false",
"e34cc2c4-8010-444e-877a-37ced3dcb531","6",,"Memory: Psalm 23:1-3","memory_verse","false",
"e4802d97-0a03-4d70-9174-fd0945253d4e","52",,"Memory: 1 Corinthians 13:4-8a","memory_verse","false",
"e4a20442-a99c-46be-bbed-cdaa69652ebd","48","5","Ezekiel 1-3","daily_reading","false",
"e7182ba6-121a-4599-bbc2-5b424b8ce231","31",,"Memory: Psalm 139:7-12","memory_verse","false",
"e74d181a-a65c-4570-8b3f-e1245b85cb38","11",,"Memory: Psalm 23:1-3","memory_verse","false",
"e8afb2c6-c77d-4d0a-b303-c87feca7961c","39","2","Ecclesiastes 1-3","daily_reading","false",
"e8fce4ae-be85-455b-95dc-ea512716fe1b","47","2","Jeremiah 34-36","daily_reading","false",
"e989f840-d35a-496c-b86a-5c60da12069d","38","1","Proverbs 15-17","daily_reading","false",
"eb043b89-3d78-4115-9edc-fbe42831be40","12","3","Numbers 7-9","daily_reading","false",
"ecc12f18-e4be-455a-9c6a-b2e5d0372d83","32","3","Psalm 82-84","daily_reading","false",
"eec42be8-681e-4590-8a07-54c39abce95e","44","4","Isaiah 61-63","daily_reading","false",
"f16a10db-bdb0-4618-98e7-bbfef81c6e84","24","3","1 Kings 12-14","daily_reading","false",
"f185edda-0983-477d-9d67-7ca07b8933cc","14","2","Numbers 34-36","daily_reading","false",
"f1ebb1a9-6284-4776-b3ab-048f36d9a100","13","1","Numbers 16-18","daily_reading","false",
"f2203ade-836d-40e2-a552-c2ad64b6e357","17","2","Joshua 10-12","daily_reading","false",
"f2c2ceab-387b-4010-815a-b4d43cf62eea","29","4","Psalm 40-42","daily_reading","false",
"f4bb829f-05a2-494c-82e0-be9f5bf18725","3","1","Genesis 18","daily_reading","false",
"f58c2008-f95f-4656-b1ec-64ddd57417db","43","1","Isaiah 37-39","daily_reading","false",
"f61e4a70-79b6-4935-95df-2480ba835451","52","5","Hosea 1-3","daily_reading","false",
"f6406403-0c7e-4fdc-a0da-d9b4346481f7","13",,"Memory: Psalm 23:1-3","memory_verse","false",
"f6fa024d-2835-4efb-90b4-495a558cb1a9","10","5","Leviticus 10-12","daily_reading","false",
"f77bb1ff-f360-428b-bec7-83015ef43703","49","4","Ezekiel 13-15","daily_reading","false",
"f80d05f5-7040-4016-a50c-11f6b4fe3631","7","3","Exodus 13-14","daily_reading","false",
"f8c20b7d-0356-4cfe-9f67-77c1ebffb487","17","3","Joshua 13-15","daily_reading","false",
"f9526a19-7970-4fc1-9140-3857d932f7c4","26","3","2 Kings 19-21","daily_reading","false",
"fa623b86-6990-48f7-8b21-3840b3bc3e79","35","1","Psalm 120-122","daily_reading","false",
"fb5a75ae-7b0f-455d-adf0-c73799544293","18","5","Judges 10-12","daily_reading","false",
"fbc3fe51-db5d-4bbd-a160-1324b038799f","5","5","Genesis 46-47","daily_reading","false",
"fceda5a7-9f6d-4175-8210-c79e6da5a6bf","24",,"Memory: Psalm 139:1-6","memory_verse","false",
"fdacd82e-6660-43e4-b83f-aec8b34fe5e5","3",,"Genesis 22:14 - Abraham called that place The Lord Will Provide","memory_verse","false",
"feb0e67d-f49b-4aef-95d2-ee28c3520523","51","1","Ezekiel 34-36","daily_reading","false",
"ff1b9386-11ea-43ae-9404-9dffe78b8f6b","41","5","Isaiah 19-21","daily_reading","false",
"ff2c3560-7c30-4015-8251-bcbd85832392","50","2","Ezekiel 22-24","daily_reading","false",
"ff8ec678-4de9-47c7-9d20-7546e8e0e718","26","2","2 Kings 16-18","daily_reading","false",
